image_path,style,confidence,description
images/professionnel/professionnel_000477.jpg,professionnel,0.4365,a portrait of a person with a professional polished business look
images/naturel/naturel_000478.jpg,naturel,0.3245,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000480.jpg,professionnel,0.2577,a portrait of a person with a professional polished business look
images/naturel/naturel_000483.jpg,naturel,0.3212,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000484.jpg,professionnel,0.3755,a portrait of a person with a professional polished business look
images/doux/doux_000485.jpg,doux,0.3202,a portrait of a person with a soft romantic gentle makeup look
images/professionnel/professionnel_000486.jpg,professionnel,0.5056,a portrait of a person with a professional polished business look
images/boheme/boheme_000488.jpg,boheme,0.2275,a portrait of a person with a bohemian artistic free-spirited look
images/naturel/naturel_000489.jpg,naturel,0.3669,a portrait of a person with a natural fresh no-makeup look
images/doux/doux_000492.jpg,doux,0.2911,a portrait of a person with a soft romantic gentle makeup look
images/naturel/naturel_000493.jpg,naturel,0.3149,a portrait of a person with a natural fresh no-makeup look
images/glamour/glamour_000494.jpg,glamour,0.2591,a portrait of a person with a glamorous bold makeup look
images/doux/doux_000495.jpg,doux,0.2507,a portrait of a person with a soft romantic gentle makeup look
images/glamour/glamour_000497.jpg,glamour,0.5391,a portrait of a person with a glamorous bold makeup look
images/professionnel/professionnel_000498.jpg,professionnel,0.3815,a portrait of a person with a professional polished business look
images/glamour/glamour_000502.jpg,glamour,0.2769,a portrait of a person with a glamorous bold makeup look
images/naturel/naturel_000504.jpg,naturel,0.679,a portrait of a person with a natural fresh no-makeup look
images/elegant/elegant_000510.jpg,elegant,0.2445,a portrait of a person with an elegant sophisticated evening look
images/doux/doux_000513.jpg,doux,0.3187,a portrait of a person with a soft romantic gentle makeup look
images/glamour/glamour_000514.jpg,glamour,0.2695,a portrait of a person with a glamorous bold makeup look
images/professionnel/professionnel_000515.jpg,professionnel,0.3098,a portrait of a person with a professional polished business look
images/naturel/naturel_000516.jpg,naturel,0.8709,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000519.jpg,naturel,0.2411,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000524.jpg,naturel,0.7814,a portrait of a person with a natural fresh no-makeup look
images/elegant/elegant_000527.jpg,elegant,0.215,a portrait of a person with an elegant sophisticated evening look
images/professionnel/professionnel_000535.jpg,professionnel,0.8141,a portrait of a person with a professional polished business look
images/boheme/boheme_000536.jpg,boheme,0.5225,a portrait of a person with a bohemian artistic free-spirited look
images/professionnel/professionnel_000537.jpg,professionnel,0.7286,a portrait of a person with a professional polished business look
images/glamour/glamour_000539.jpg,glamour,0.2416,a portrait of a person with a glamorous bold makeup look
images/naturel/naturel_000540.jpg,naturel,0.5118,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000541.jpg,naturel,0.5852,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000544.jpg,naturel,0.3824,a portrait of a person with a natural fresh no-makeup look
images/boheme/boheme_000548.jpg,boheme,0.2892,a portrait of a person with a bohemian artistic free-spirited look
images/boheme/boheme_000549.jpg,boheme,0.3775,a portrait of a person with a bohemian artistic free-spirited look
images/professionnel/professionnel_000552.jpg,professionnel,0.3502,a portrait of a person with a professional polished business look
images/naturel/naturel_000553.jpg,naturel,0.6362,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000556.jpg,naturel,0.5772,a portrait of a person with a natural fresh no-makeup look
images/minimaliste/minimaliste_000559.jpg,minimaliste,0.3445,a portrait of a person with a minimalist clean simple look
images/professionnel/professionnel_000560.jpg,professionnel,0.229,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000561.jpg,professionnel,0.2834,a portrait of a person with a professional polished business look
images/glamour/glamour_000562.jpg,glamour,0.5125,a portrait of a person with a glamorous bold makeup look
images/professionnel/professionnel_000563.jpg,professionnel,0.5168,a portrait of a person with a professional polished business look
images/glamour/glamour_000565.jpg,glamour,0.3736,a portrait of a person with a glamorous bold makeup look
images/glamour/glamour_000566.jpg,glamour,0.3624,a portrait of a person with a glamorous bold makeup look
images/naturel/naturel_000567.jpg,naturel,0.2672,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000568.jpg,naturel,0.6116,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000571.jpg,professionnel,0.3446,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000572.jpg,professionnel,0.5068,a portrait of a person with a professional polished business look
images/naturel/naturel_000574.jpg,naturel,0.2732,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000576.jpg,naturel,0.7732,a portrait of a person with a natural fresh no-makeup look
images/boheme/boheme_000577.jpg,boheme,0.622,a portrait of a person with a bohemian artistic free-spirited look
images/professionnel/professionnel_000585.jpg,professionnel,0.4987,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000586.jpg,professionnel,0.3236,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000587.jpg,professionnel,0.3686,a portrait of a person with a professional polished business look
images/boheme/boheme_000588.jpg,boheme,0.1816,a portrait of a person with a bohemian artistic free-spirited look
images/naturel/naturel_000589.jpg,naturel,0.6066,a portrait of a person with a natural fresh no-makeup look
images/boheme/boheme_000590.jpg,boheme,0.4032,a portrait of a person with a bohemian artistic free-spirited look
images/minimaliste/minimaliste_000591.jpg,minimaliste,0.4343,a portrait of a person with a minimalist clean simple look
images/professionnel/professionnel_000592.jpg,professionnel,0.7906,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000593.jpg,professionnel,0.3248,a portrait of a person with a professional polished business look
images/doux/doux_000595.jpg,doux,0.26,a portrait of a person with a soft romantic gentle makeup look
images/professionnel/professionnel_000596.jpg,professionnel,0.4028,a portrait of a person with a professional polished business look
images/glamour/glamour_000598.jpg,glamour,0.2724,a portrait of a person with a glamorous bold makeup look
images/glamour/glamour_000599.jpg,glamour,0.3981,a portrait of a person with a glamorous bold makeup look
images/professionnel/professionnel_000604.jpg,professionnel,0.444,a portrait of a person with a professional polished business look
images/naturel/naturel_000605.jpg,naturel,0.3947,a portrait of a person with a natural fresh no-makeup look
images/boheme/boheme_000607.jpg,boheme,0.602,a portrait of a person with a bohemian artistic free-spirited look
images/minimaliste/minimaliste_000609.jpg,minimaliste,0.2727,a portrait of a person with a minimalist clean simple look
images/naturel/naturel_000610.jpg,naturel,0.4165,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000613.jpg,naturel,0.4056,a portrait of a person with a natural fresh no-makeup look
images/glamour/glamour_000616.jpg,glamour,0.2244,a portrait of a person with a glamorous bold makeup look
images/minimaliste/minimaliste_000618.jpg,minimaliste,0.3715,a portrait of a person with a minimalist clean simple look
images/professionnel/professionnel_000619.jpg,professionnel,0.418,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000621.jpg,professionnel,0.4157,a portrait of a person with a professional polished business look
images/naturel/naturel_000622.jpg,naturel,0.3253,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000629.jpg,professionnel,0.5547,a portrait of a person with a professional polished business look
images/naturel/naturel_000632.jpg,naturel,0.1898,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000633.jpg,naturel,0.3313,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000634.jpg,naturel,0.41,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000636.jpg,professionnel,0.323,a portrait of a person with a professional polished business look
images/naturel/naturel_000638.jpg,naturel,0.3547,a portrait of a person with a natural fresh no-makeup look
images/boheme/boheme_000639.jpg,boheme,0.4152,a portrait of a person with a bohemian artistic free-spirited look
images/naturel/naturel_000640.jpg,naturel,0.7055,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000641.jpg,naturel,0.2604,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000643.jpg,naturel,0.4545,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000645.jpg,naturel,0.3871,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000648.jpg,professionnel,0.2825,a portrait of a person with a professional polished business look
images/naturel/naturel_000650.jpg,naturel,0.4205,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000653.jpg,naturel,0.382,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000655.jpg,professionnel,0.5161,a portrait of a person with a professional polished business look
images/naturel/naturel_000656.jpg,naturel,0.3971,a portrait of a person with a natural fresh no-makeup look
images/boheme/boheme_000658.jpg,boheme,0.6396,a portrait of a person with a bohemian artistic free-spirited look
images/professionnel/professionnel_000659.jpg,professionnel,0.4293,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000660.jpg,professionnel,0.4115,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000661.jpg,professionnel,0.4056,a portrait of a person with a professional polished business look
images/minimaliste/minimaliste_000662.jpg,minimaliste,0.3885,a portrait of a person with a minimalist clean simple look
images/elegant/elegant_000663.jpg,elegant,0.2232,a portrait of a person with an elegant sophisticated evening look
images/glamour/glamour_000664.jpg,glamour,0.4486,a portrait of a person with a glamorous bold makeup look
images/professionnel/professionnel_000665.jpg,professionnel,0.2575,a portrait of a person with a professional polished business look
images/boheme/boheme_000666.jpg,boheme,0.2757,a portrait of a person with a bohemian artistic free-spirited look
images/naturel/naturel_000668.jpg,naturel,0.3925,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000669.jpg,naturel,0.2272,a portrait of a person with a natural fresh no-makeup look
images/boheme/boheme_000670.jpg,boheme,0.4962,a portrait of a person with a bohemian artistic free-spirited look
images/professionnel/professionnel_000673.jpg,professionnel,0.3328,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000676.jpg,professionnel,0.2636,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000677.jpg,professionnel,0.7617,a portrait of a person with a professional polished business look
images/naturel/naturel_000678.jpg,naturel,0.3884,a portrait of a person with a natural fresh no-makeup look
images/minimaliste/minimaliste_000681.jpg,minimaliste,0.4204,a portrait of a person with a minimalist clean simple look
images/boheme/boheme_000685.jpg,boheme,0.6215,a portrait of a person with a bohemian artistic free-spirited look
images/professionnel/professionnel_000686.jpg,professionnel,0.4581,a portrait of a person with a professional polished business look
images/naturel/naturel_000694.jpg,naturel,0.3662,a portrait of a person with a natural fresh no-makeup look
images/boheme/boheme_000697.jpg,boheme,0.2479,a portrait of a person with a bohemian artistic free-spirited look
images/boheme/boheme_000698.jpg,boheme,0.2581,a portrait of a person with a bohemian artistic free-spirited look
images/naturel/naturel_000699.jpg,naturel,0.7976,a portrait of a person with a natural fresh no-makeup look
images/elegant/elegant_000700.jpg,elegant,0.2852,a portrait of a person with an elegant sophisticated evening look
images/elegant/elegant_000701.jpg,elegant,0.3335,a portrait of a person with an elegant sophisticated evening look
images/naturel/naturel_000703.jpg,naturel,0.4763,a portrait of a person with a natural fresh no-makeup look
images/boheme/boheme_000706.jpg,boheme,0.2699,a portrait of a person with a bohemian artistic free-spirited look
images/naturel/naturel_000709.jpg,naturel,0.4118,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000712.jpg,professionnel,0.2911,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000713.jpg,professionnel,0.3625,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000714.jpg,professionnel,0.5548,a portrait of a person with a professional polished business look
images/naturel/naturel_000715.jpg,naturel,0.4089,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000716.jpg,naturel,0.2323,a portrait of a person with a natural fresh no-makeup look
images/elegant/elegant_000718.jpg,elegant,0.2521,a portrait of a person with an elegant sophisticated evening look
images/professionnel/professionnel_000719.jpg,professionnel,0.2926,a portrait of a person with a professional polished business look
images/boheme/boheme_000720.jpg,boheme,0.3096,a portrait of a person with a bohemian artistic free-spirited look
images/professionnel/professionnel_000722.jpg,professionnel,0.4317,a portrait of a person with a professional polished business look
images/minimaliste/minimaliste_000723.jpg,minimaliste,0.334,a portrait of a person with a minimalist clean simple look
images/professionnel/professionnel_000724.jpg,professionnel,0.396,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000730.jpg,professionnel,0.2794,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000735.jpg,professionnel,0.4695,a portrait of a person with a professional polished business look
images/elegant/elegant_000736.jpg,elegant,0.3721,a portrait of a person with an elegant sophisticated evening look
images/naturel/naturel_000737.jpg,naturel,0.2676,a portrait of a person with a natural fresh no-makeup look
images/minimaliste/minimaliste_000738.jpg,minimaliste,0.2395,a portrait of a person with a minimalist clean simple look
images/elegant/elegant_000740.jpg,elegant,0.2655,a portrait of a person with an elegant sophisticated evening look
images/minimaliste/minimaliste_000741.jpg,minimaliste,0.4358,a portrait of a person with a minimalist clean simple look
images/naturel/naturel_000742.jpg,naturel,0.3293,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000743.jpg,professionnel,0.369,a portrait of a person with a professional polished business look
images/naturel/naturel_000746.jpg,naturel,0.273,a portrait of a person with a natural fresh no-makeup look
images/boheme/boheme_000748.jpg,boheme,0.3983,a portrait of a person with a bohemian artistic free-spirited look
images/elegant/elegant_000749.jpg,elegant,0.5455,a portrait of a person with an elegant sophisticated evening look
images/naturel/naturel_000751.jpg,naturel,0.5084,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000754.jpg,naturel,0.2113,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000756.jpg,professionnel,0.46,a portrait of a person with a professional polished business look
images/naturel/naturel_000758.jpg,naturel,0.3286,a portrait of a person with a natural fresh no-makeup look
images/doux/doux_000759.jpg,doux,0.2483,a portrait of a person with a soft romantic gentle makeup look
images/professionnel/professionnel_000762.jpg,professionnel,0.5589,a portrait of a person with a professional polished business look
images/glamour/glamour_000763.jpg,glamour,0.3975,a portrait of a person with a glamorous bold makeup look
images/minimaliste/minimaliste_000767.jpg,minimaliste,0.2453,a portrait of a person with a minimalist clean simple look
images/boheme/boheme_000768.jpg,boheme,0.2861,a portrait of a person with a bohemian artistic free-spirited look
images/professionnel/professionnel_000773.jpg,professionnel,0.312,a portrait of a person with a professional polished business look
images/minimaliste/minimaliste_000774.jpg,minimaliste,0.2602,a portrait of a person with a minimalist clean simple look
images/professionnel/professionnel_000775.jpg,professionnel,0.4746,a portrait of a person with a professional polished business look
images/naturel/naturel_000776.jpg,naturel,0.7898,a portrait of a person with a natural fresh no-makeup look
images/boheme/boheme_000777.jpg,boheme,0.3025,a portrait of a person with a bohemian artistic free-spirited look
images/elegant/elegant_000781.jpg,elegant,0.2904,a portrait of a person with an elegant sophisticated evening look
images/minimaliste/minimaliste_000783.jpg,minimaliste,0.1784,a portrait of a person with a minimalist clean simple look
images/minimaliste/minimaliste_000784.jpg,minimaliste,0.3593,a portrait of a person with a minimalist clean simple look
images/naturel/naturel_000785.jpg,naturel,0.5483,a portrait of a person with a natural fresh no-makeup look
images/elegant/elegant_000786.jpg,elegant,0.497,a portrait of a person with an elegant sophisticated evening look
images/professionnel/professionnel_000790.jpg,professionnel,0.5607,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000791.jpg,professionnel,0.4557,a portrait of a person with a professional polished business look
images/boheme/boheme_000793.jpg,boheme,0.2841,a portrait of a person with a bohemian artistic free-spirited look
images/professionnel/professionnel_000794.jpg,professionnel,0.2318,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000796.jpg,professionnel,0.3666,a portrait of a person with a professional polished business look
images/boheme/boheme_000797.jpg,boheme,0.3032,a portrait of a person with a bohemian artistic free-spirited look
images/minimaliste/minimaliste_000798.jpg,minimaliste,0.3837,a portrait of a person with a minimalist clean simple look
images/naturel/naturel_000799.jpg,naturel,0.4136,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000800.jpg,naturel,0.4722,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000801.jpg,professionnel,0.5858,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000803.jpg,professionnel,0.4535,a portrait of a person with a professional polished business look
images/naturel/naturel_000804.jpg,naturel,0.2317,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000806.jpg,naturel,0.3677,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000809.jpg,naturel,0.3415,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000814.jpg,naturel,0.3022,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000819.jpg,naturel,0.5357,a portrait of a person with a natural fresh no-makeup look
images/elegant/elegant_000821.jpg,elegant,0.3155,a portrait of a person with an elegant sophisticated evening look
images/naturel/naturel_000822.jpg,naturel,0.3591,a portrait of a person with a natural fresh no-makeup look
images/minimaliste/minimaliste_000825.jpg,minimaliste,0.3356,a portrait of a person with a minimalist clean simple look
images/naturel/naturel_000828.jpg,naturel,0.6208,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000829.jpg,professionnel,0.2473,a portrait of a person with a professional polished business look
images/glamour/glamour_000831.jpg,glamour,0.2904,a portrait of a person with a glamorous bold makeup look
images/naturel/naturel_000835.jpg,naturel,0.7893,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000844.jpg,professionnel,0.3681,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000846.jpg,professionnel,0.743,a portrait of a person with a professional polished business look
images/minimaliste/minimaliste_000847.jpg,minimaliste,0.4162,a portrait of a person with a minimalist clean simple look
images/glamour/glamour_000849.jpg,glamour,0.3384,a portrait of a person with a glamorous bold makeup look
images/glamour/glamour_000856.jpg,glamour,0.3935,a portrait of a person with a glamorous bold makeup look
images/elegant/elegant_000857.jpg,elegant,0.2083,a portrait of a person with an elegant sophisticated evening look
images/minimaliste/minimaliste_000858.jpg,minimaliste,0.4107,a portrait of a person with a minimalist clean simple look
images/elegant/elegant_000860.jpg,elegant,0.253,a portrait of a person with an elegant sophisticated evening look
images/minimaliste/minimaliste_000861.jpg,minimaliste,0.3579,a portrait of a person with a minimalist clean simple look
images/naturel/naturel_000865.jpg,naturel,0.4281,a portrait of a person with a natural fresh no-makeup look
images/glamour/glamour_000868.jpg,glamour,0.3047,a portrait of a person with a glamorous bold makeup look
images/boheme/boheme_000869.jpg,boheme,0.5657,a portrait of a person with a bohemian artistic free-spirited look
images/boheme/boheme_000870.jpg,boheme,0.461,a portrait of a person with a bohemian artistic free-spirited look
images/naturel/naturel_000871.jpg,naturel,0.6097,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000872.jpg,naturel,0.8119,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000874.jpg,naturel,0.5539,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000875.jpg,professionnel,0.4924,a portrait of a person with a professional polished business look
images/doux/doux_000876.jpg,doux,0.2186,a portrait of a person with a soft romantic gentle makeup look
images/professionnel/professionnel_000879.jpg,professionnel,0.5805,a portrait of a person with a professional polished business look
images/elegant/elegant_000882.jpg,elegant,0.2702,a portrait of a person with an elegant sophisticated evening look
images/boheme/boheme_000883.jpg,boheme,0.2007,a portrait of a person with a bohemian artistic free-spirited look
images/doux/doux_000890.jpg,doux,0.2961,a portrait of a person with a soft romantic gentle makeup look
images/minimaliste/minimaliste_000892.jpg,minimaliste,0.5131,a portrait of a person with a minimalist clean simple look
images/doux/doux_000893.jpg,doux,0.2348,a portrait of a person with a soft romantic gentle makeup look
images/doux/doux_000894.jpg,doux,0.3154,a portrait of a person with a soft romantic gentle makeup look
images/naturel/naturel_000895.jpg,naturel,0.4342,a portrait of a person with a natural fresh no-makeup look
images/glamour/glamour_000896.jpg,glamour,0.352,a portrait of a person with a glamorous bold makeup look
images/boheme/boheme_000897.jpg,boheme,0.3659,a portrait of a person with a bohemian artistic free-spirited look
images/boheme/boheme_000899.jpg,boheme,0.3178,a portrait of a person with a bohemian artistic free-spirited look
images/naturel/naturel_000902.jpg,naturel,0.3748,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000903.jpg,professionnel,0.4341,a portrait of a person with a professional polished business look
images/doux/doux_000908.jpg,doux,0.238,a portrait of a person with a soft romantic gentle makeup look
images/professionnel/professionnel_000910.jpg,professionnel,0.2149,a portrait of a person with a professional polished business look
images/naturel/naturel_000912.jpg,naturel,0.3737,a portrait of a person with a natural fresh no-makeup look
images/minimaliste/minimaliste_000913.jpg,minimaliste,0.3844,a portrait of a person with a minimalist clean simple look
images/professionnel/professionnel_000914.jpg,professionnel,0.5305,a portrait of a person with a professional polished business look
images/minimaliste/minimaliste_000915.jpg,minimaliste,0.4107,a portrait of a person with a minimalist clean simple look
images/glamour/glamour_000916.jpg,glamour,0.2978,a portrait of a person with a glamorous bold makeup look
images/boheme/boheme_000917.jpg,boheme,0.2151,a portrait of a person with a bohemian artistic free-spirited look
images/elegant/elegant_000918.jpg,elegant,0.2143,a portrait of a person with an elegant sophisticated evening look
images/naturel/naturel_000919.jpg,naturel,0.8976,a portrait of a person with a natural fresh no-makeup look
images/elegant/elegant_000920.jpg,elegant,0.3435,a portrait of a person with an elegant sophisticated evening look
images/minimaliste/minimaliste_000923.jpg,minimaliste,0.477,a portrait of a person with a minimalist clean simple look
images/naturel/naturel_000924.jpg,naturel,0.4621,a portrait of a person with a natural fresh no-makeup look
images/glamour/glamour_000925.jpg,glamour,0.309,a portrait of a person with a glamorous bold makeup look
images/doux/doux_000927.jpg,doux,0.2226,a portrait of a person with a soft romantic gentle makeup look
images/professionnel/professionnel_000929.jpg,professionnel,0.345,a portrait of a person with a professional polished business look
images/elegant/elegant_000934.jpg,elegant,0.2899,a portrait of a person with an elegant sophisticated evening look
images/naturel/naturel_000937.jpg,naturel,0.6154,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000938.jpg,professionnel,0.8605,a portrait of a person with a professional polished business look
images/boheme/boheme_000939.jpg,boheme,0.3448,a portrait of a person with a bohemian artistic free-spirited look
images/naturel/naturel_000940.jpg,naturel,0.2279,a portrait of a person with a natural fresh no-makeup look
images/boheme/boheme_000941.jpg,boheme,0.3828,a portrait of a person with a bohemian artistic free-spirited look
images/naturel/naturel_000943.jpg,naturel,0.2954,a portrait of a person with a natural fresh no-makeup look
images/minimaliste/minimaliste_000944.jpg,minimaliste,0.5262,a portrait of a person with a minimalist clean simple look
images/glamour/glamour_000945.jpg,glamour,0.3335,a portrait of a person with a glamorous bold makeup look
images/naturel/naturel_000948.jpg,naturel,0.4014,a portrait of a person with a natural fresh no-makeup look
images/glamour/glamour_000950.jpg,glamour,0.5727,a portrait of a person with a glamorous bold makeup look
images/naturel/naturel_000952.jpg,naturel,0.4791,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000954.jpg,professionnel,0.3715,a portrait of a person with a professional polished business look
images/naturel/naturel_000956.jpg,naturel,0.6935,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000958.jpg,professionnel,0.6366,a portrait of a person with a professional polished business look
images/naturel/naturel_000961.jpg,naturel,0.7648,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000966.jpg,professionnel,0.3994,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000969.jpg,professionnel,0.4607,a portrait of a person with a professional polished business look
images/elegant/elegant_000970.jpg,elegant,0.2433,a portrait of a person with an elegant sophisticated evening look
images/minimaliste/minimaliste_000971.jpg,minimaliste,0.3368,a portrait of a person with a minimalist clean simple look
images/naturel/naturel_000972.jpg,naturel,0.679,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000973.jpg,professionnel,0.8851,a portrait of a person with a professional polished business look
images/elegant/elegant_000976.jpg,elegant,0.3223,a portrait of a person with an elegant sophisticated evening look
images/professionnel/professionnel_000977.jpg,professionnel,0.5324,a portrait of a person with a professional polished business look
images/doux/doux_000980.jpg,doux,0.2325,a portrait of a person with a soft romantic gentle makeup look
images/naturel/naturel_000982.jpg,naturel,0.3168,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000988.jpg,naturel,0.5131,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000989.jpg,naturel,0.2766,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000990.jpg,naturel,0.3917,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_000991.jpg,naturel,0.3141,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000992.jpg,professionnel,0.418,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000993.jpg,professionnel,0.3121,a portrait of a person with a professional polished business look
images/professionnel/professionnel_000994.jpg,professionnel,0.453,a portrait of a person with a professional polished business look
images/naturel/naturel_000995.jpg,naturel,0.3013,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_000996.jpg,professionnel,0.3558,a portrait of a person with a professional polished business look
images/glamour/glamour_000998.jpg,glamour,0.2315,a portrait of a person with a glamorous bold makeup look
images/naturel/naturel_001001.jpg,naturel,0.3836,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_001009.jpg,naturel,0.2905,a portrait of a person with a natural fresh no-makeup look
images/glamour/glamour_001010.jpg,glamour,0.5429,a portrait of a person with a glamorous bold makeup look
images/naturel/naturel_001013.jpg,naturel,0.2704,a portrait of a person with a natural fresh no-makeup look
images/glamour/glamour_001015.jpg,glamour,0.3318,a portrait of a person with a glamorous bold makeup look
images/naturel/naturel_001018.jpg,naturel,0.5746,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_001020.jpg,professionnel,0.2815,a portrait of a person with a professional polished business look
images/glamour/glamour_001021.jpg,glamour,0.3713,a portrait of a person with a glamorous bold makeup look
images/professionnel/professionnel_001023.jpg,professionnel,0.2024,a portrait of a person with a professional polished business look
images/professionnel/professionnel_001028.jpg,professionnel,0.2659,a portrait of a person with a professional polished business look
images/naturel/naturel_001031.jpg,naturel,0.5592,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_001035.jpg,professionnel,0.3638,a portrait of a person with a professional polished business look
images/minimaliste/minimaliste_001036.jpg,minimaliste,0.4639,a portrait of a person with a minimalist clean simple look
images/doux/doux_001039.jpg,doux,0.2603,a portrait of a person with a soft romantic gentle makeup look
images/naturel/naturel_001045.jpg,naturel,0.26,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_001048.jpg,professionnel,0.3623,a portrait of a person with a professional polished business look
images/minimaliste/minimaliste_001059.jpg,minimaliste,0.2853,a portrait of a person with a minimalist clean simple look
images/naturel/naturel_001062.jpg,naturel,0.8755,a portrait of a person with a natural fresh no-makeup look
images/professionnel/professionnel_001063.jpg,professionnel,0.3379,a portrait of a person with a professional polished business look
images/professionnel/professionnel_001065.jpg,professionnel,0.8128,a portrait of a person with a professional polished business look
images/naturel/naturel_001067.jpg,naturel,0.6131,a portrait of a person with a natural fresh no-makeup look
images/naturel/naturel_001068.jpg,naturel,0.327,a portrait of a person with a natural fresh no-makeup look
images/glamour/glamour_001069.jpg,glamour,0.385,a portrait of a person with a glamorous bold makeup look
images/naturel/naturel_001070.jpg,naturel,0.4697,a portrait of a person with a natural fresh no-makeup look
images/glamour/glamour_001071.jpg,glamour,0.2782,a portrait of a person with a glamorous bold makeup look
images/naturel/naturel_001075.jpg,naturel,0.2796,a portrait of a person with a natural fresh no-makeup look
images/glamour/glamour_001076.jpg,glamour,0.4594,a portrait of a person with a glamorous bold makeup look
images/naturel/naturel_001080.jpg,naturel,0.6116,a portrait of a person with a natural fresh no-makeup look
images/elegant/elegant_001084.jpg,elegant,0.3024,a portrait of a person with an elegant sophisticated evening look
images/professionnel/professionnel_001085.jpg,professionnel,0.1836,a portrait of a person with a professional polished business look
images/naturel/naturel_001087.jpg,naturel,0.4848,a portrait of a person with a natural fresh no-makeup look
images/elegant/elegant_001091.jpg,elegant,0.2944,a portrait of a person with an elegant sophisticated evening look
